filename,title,abstract,errors
\final_md.xml,"

        ","This report presents data on the approximate locations and methods of discovery of 392 polar bear (Ursus maritimus) maternal dens found in the Beaufort Sea and neighboring regions between 1910 and 2010 that are archived by the U.S. Geological Survey, Alaska Science Center, Anchorage, Alaska. A description of data collection methods, biases associated with collection method, primary time periods, and spatial resolution are provided. Polar bears in the Beaufort Sea and nearby regions den on both the sea ice and on land. Standardized VHF surveys and satellite radio telemetry data provide a general understanding of where polar bears have denned in this region over the past 3 decades. Den observations made during other research activities and anecdotal reports from other government agencies, coastal residents, and industry personnel also are reported. Data on past polar bear maternal den locations are provided to inform the public and to provide information for natural resource agencies in planning activities to avoid or minimize interference with polar bear maternity dens.","[('metadata/idinfo/citation/citeinfo/title', ""Element 'title': [facet 'pattern'] The value '\n\n        ' is not accepted by the pattern '\\s*\\S(.|\\n|\\r)*'."", 7), ('metadata/idinfo/citation/citeinfo/title', ""Element 'title': '\n\n        ' is not a valid value of the atomic type 'titleType'."", 7), ('metadata/idinfo/timeperd/timeinfo/rngdates/begdate', ""Element 'begdate': 'bad date' is not a valid value of the union type 'begdateType'."", 24), ('metadata/idinfo/spdom/descgeog', ""Element 'descgeog': This element is not expected. Expected is ( bounding )."", 35), ('metadata/idinfo/taxonomy', ""Element 'taxonomy': This element is not expected. Expected is ( accconst )."", 65), ('metadata/dataqual/lineage/method[1]', ""Element 'method': This element is not expected. Expected is one of ( srcinfo, procstep )."", 155)]"
\iris_FGDC.xml,<<<could not get the title>>>,<<<could not get the abstract>>>,<<<could not open file>>>
\iris_Original.xml,<<<could not get the title>>>,<<<could not get the abstract>>>,<<<could not open file>>>
\junk.xml,,,"[('metadata/idinfo/citation/citeinfo/origin', ""The value for 'origin' cannot be empty"", 5), ('metadata/idinfo/citation/citeinfo/origin', ""The value for 'origin' cannot be empty"", 5), ('metadata/idinfo/citation/citeinfo/pubdate', ""Element 'pubdate': '' is not a valid value of the union type 'pubdateType'."", 6), ('metadata/idinfo/citation/citeinfo/title', ""The value for 'title' cannot be empty"", 7), ('metadata/idinfo/citation/citeinfo/title', ""The value for 'title' cannot be empty"", 7), ('metadata/idinfo/citation/citeinfo/geoform', ""The value for 'geoform' cannot be empty"", 8), ('metadata/idinfo/citation/citeinfo/geoform', ""The value for 'geoform' cannot be empty"", 8), ('metadata/idinfo/citation/citeinfo/pubinfo/pubplace', ""The value for 'pubplace' cannot be empty"", 10), ('metadata/idinfo/citation/citeinfo/pubinfo/pubplace', ""The value for 'pubplace' cannot be empty"", 10), ('metadata/idinfo/citation/citeinfo/pubinfo/publish', ""The value for 'publish' cannot be empty"", 11), ('metadata/idinfo/citation/citeinfo/pubinfo/publish', ""The value for 'publish' cannot be empty"", 11), ('metadata/idinfo/descript/abstract', ""The value for 'abstract' cannot be empty"", 17), ('metadata/idinfo/descript/abstract', ""The value for 'abstract' cannot be empty"", 17), ('metadata/idinfo/descript/purpose', ""The value for 'purpose' cannot be empty"", 18), ('metadata/idinfo/descript/purpose', ""The value for 'purpose' cannot be empty"", 18), ('metadata/idinfo/timeperd/timeinfo/rngdates/begdate', ""Element 'begdate': '' is not a valid value of the union type 'begdateType'."", 23), ('metadata/idinfo/timeperd/timeinfo/rngdates/enddate', ""Element 'enddate': '' is not a valid value of the union type 'enddateType'."", 24), ('metadata/idinfo/timeperd/current', ""The value for 'current' cannot be empty"", 27), ('metadata/idinfo/timeperd/current', ""The value for 'current' cannot be empty"", 27), ('metadata/idinfo/spdom/bounding/westbc', ""The value for 'westbc' cannot be empty"", 35), ('metadata/idinfo/spdom/bounding/eastbc', ""The value for 'eastbc' cannot be empty"", 36), ('metadata/idinfo/spdom/bounding/northbc', ""The value for 'northbc' cannot be empty"", 37), ('metadata/idinfo/spdom/bounding/southbc', ""The value for 'southbc' cannot be empty"", 38), ('metadata/idinfo/keywords/theme[2]/themekey', ""The value for 'themekey' cannot be empty"", 48), ('metadata/idinfo/keywords/theme[2]/themekey', ""The value for 'themekey' cannot be empty"", 48), ('metadata/idinfo/keywords/place/placekey', ""The value for 'placekey' cannot be empty"", 52), ('metadata/idinfo/keywords/place/placekey', ""The value for 'placekey' cannot be empty"", 52), ('metadata/idinfo/ptcontac/cntinfo/cntperp/cntper', ""The value for 'cntper' cannot be empty"", 60), ('metadata/idinfo/ptcontac/cntinfo/cntperp/cntper', ""The value for 'cntper' cannot be empty"", 60), ('metadata/idinfo/ptcontac/cntinfo/cntperp/cntorg', ""The value for 'cntorg' cannot be empty"", 61), ('metadata/idinfo/ptcontac/cntinfo/cntperp/cntorg', ""The value for 'cntorg' cannot be empty"", 61), ('metadata/idinfo/ptcontac/cntinfo/cntaddr/addrtype', ""The value for 'addrtype' cannot be empty"", 64), ('metadata/idinfo/ptcontac/cntinfo/cntaddr/addrtype', ""The value for 'addrtype' cannot be empty"", 64), ('metadata/idinfo/ptcontac/cntinfo/cntaddr/address[1]', ""The value for 'address' cannot be empty"", 65), ('metadata/idinfo/ptcontac/cntinfo/cntaddr/address[1]', ""The value for 'address' cannot be empty"", 65), ('metadata/idinfo/ptcontac/cntinfo/cntaddr/address[2]', ""The value for 'address' cannot be empty"", 66), ('metadata/idinfo/ptcontac/cntinfo/cntaddr/address[2]', ""The value for 'address' cannot be empty"", 66), ('metadata/idinfo/ptcontac/cntinfo/cntaddr/city', ""The value for 'city' cannot be empty"", 67), ('metadata/idinfo/ptcontac/cntinfo/cntaddr/city', ""The value for 'city' cannot be empty"", 67), ('metadata/idinfo/ptcontac/cntinfo/cntaddr/state', ""The value for 'state' cannot be empty"", 68), ('metadata/idinfo/ptcontac/cntinfo/cntaddr/state', ""The value for 'state' cannot be empty"", 68), ('metadata/idinfo/ptcontac/cntinfo/cntaddr/postal', ""The value for 'postal' cannot be empty"", 69), ('metadata/idinfo/ptcontac/cntinfo/cntaddr/postal', ""The value for 'postal' cannot be empty"", 69), ('metadata/idinfo/ptcontac/cntinfo/cntvoice', ""The value for 'cntvoice' cannot be empty"", 71), ('metadata/idinfo/ptcontac/cntinfo/cntvoice', ""The value for 'cntvoice' cannot be empty"", 71), ('metadata/idinfo/ptcontac/cntinfo/cntemail', ""The value for 'cntemail' cannot be empty"", 72), ('metadata/idinfo/ptcontac/cntinfo/cntemail', ""The value for 'cntemail' cannot be empty"", 72), ('metadata/idinfo/datacred', ""The value for 'datacred' cannot be empty"", 75), ('metadata/idinfo/datacred', ""The value for 'datacred' cannot be empty"", 75), ('metadata/idinfo/native', ""The value for 'native' cannot be empty"", 76), ('metadata/idinfo/native', ""The value for 'native' cannot be empty"", 76), ('metadata/dataqual/lineage/procstep/procdesc', ""The value for 'procdesc' cannot be empty"", 94), ('metadata/dataqual/lineage/procstep/procdesc', ""The value for 'procdesc' cannot be empty"", 94), ('metadata/dataqual/lineage/procstep/procdate', ""Element 'procdate': '' is not a valid value of the union type 'procdateType'."", 95), ('metadata/distinfo/stdorder/digform/digtinfo/formname', ""The value for 'formname' cannot be empty"", 121), ('metadata/distinfo/stdorder/digform/digtinfo/formname', ""The value for 'formname' cannot be empty"", 121), ('metadata/distinfo/stdorder/fees', ""The value for 'fees' cannot be empty"", 133), ('metadata/distinfo/stdorder/fees', ""The value for 'fees' cannot be empty"", 133), ('metadata/metainfo/metd', ""Element 'metd': [facet 'pattern'] The value '' is not accepted by the pattern 'cd\\d{5,}'."", 137), ('metadata/metainfo/metd', ""The value for 'metd' cannot be empty"", 137), ('metadata/metainfo/metc/cntinfo/cntperp/cntper', ""The value for 'cntper' cannot be empty"", 141), ('metadata/metainfo/metc/cntinfo/cntperp/cntper', ""The value for 'cntper' cannot be empty"", 141), ('metadata/metainfo/metc/cntinfo/cntaddr/addrtype', ""The value for 'addrtype' cannot be empty"", 144), ('metadata/metainfo/metc/cntinfo/cntaddr/addrtype', ""The value for 'addrtype' cannot be empty"", 144), ('metadata/metainfo/metc/cntinfo/cntaddr/address', ""The value for 'address' cannot be empty"", 145), ('metadata/metainfo/metc/cntinfo/cntaddr/address', ""The value for 'address' cannot be empty"", 145), ('metadata/metainfo/metc/cntinfo/cntaddr/city', ""The value for 'city' cannot be empty"", 146), ('metadata/metainfo/metc/cntinfo/cntaddr/city', ""The value for 'city' cannot be empty"", 146), ('metadata/metainfo/metc/cntinfo/cntaddr/state', ""The value for 'state' cannot be empty"", 147), ('metadata/metainfo/metc/cntinfo/cntaddr/state', ""The value for 'state' cannot be empty"", 147), ('metadata/metainfo/metc/cntinfo/cntaddr/postal', ""The value for 'postal' cannot be empty"", 148), ('metadata/metainfo/metc/cntinfo/cntaddr/postal', ""The value for 'postal' cannot be empty"", 148), ('metadata/metainfo/metc/cntinfo/cntvoice', ""The value for 'cntvoice' cannot be empty"", 150), ('metadata/metainfo/metc/cntinfo/cntvoice', ""The value for 'cntvoice' cannot be empty"", 150)]"
\mdwiz_example_final_md.xml,"

        ","This report presents data on the approximate locations and methods of discovery of 392 polar bear (Ursus maritimus) maternal dens found in the Beaufort Sea and neighboring regions between 1910 and 2010 that are archived by the U.S. Geological Survey, Alaska Science Center, Anchorage, Alaska. A description of data collection methods, biases associated with collection method, primary time periods, and spatial resolution are provided. Polar bears in the Beaufort Sea and nearby regions den on both the sea ice and on land. Standardized VHF surveys and satellite radio telemetry data provide a general understanding of where polar bears have denned in this region over the past 3 decades. Den observations made during other research activities and anecdotal reports from other government agencies, coastal residents, and industry personnel also are reported. Data on past polar bear maternal den locations are provided to inform the public and to provide information for natural resource agencies in planning activities to avoid or minimize interference with polar bear maternity dens.","[('metadata/idinfo/citation/citeinfo/title', ""Element 'title': [facet 'pattern'] The value '\n\n        ' is not accepted by the pattern '\\s*\\S(.|\\n|\\r)*'."", 7), ('metadata/idinfo/citation/citeinfo/title', ""Element 'title': '\n\n        ' is not a valid value of the atomic type 'titleType'."", 7), ('metadata/idinfo/timeperd/timeinfo/rngdates/begdate', ""Element 'begdate': 'bad date' is not a valid value of the union type 'begdateType'."", 24), ('metadata/idinfo/spdom/descgeog', ""Element 'descgeog': This element is not expected. Expected is ( bounding )."", 35), ('metadata/idinfo/taxonomy', ""Element 'taxonomy': This element is not expected. Expected is ( accconst )."", 65), ('metadata/dataqual/lineage/method[1]', ""Element 'method': This element is not expected. Expected is one of ( srcinfo, procstep )."", 155)]"
\nad27_FGDC.xml,<<<could not get the title>>>,<<<could not get the abstract>>>,<<<could not open file>>>
\nad27_Original.xml,<<<could not get the title>>>,<<<could not get the abstract>>>,<<<could not open file>>>
\National_Geodetic_Vertical_Datum_1929_FGDC.xml,<<<could not get the title>>>,<<<could not get the abstract>>>,<<<could not open file>>>
\National_Geodetic_Vertical_Datum_1929_Original.xml,<<<could not get the title>>>,<<<could not get the abstract>>>,<<<could not open file>>>
\NED_30m_ContigUSA_FGDC.xml,1 Arc Second National Elevation Dataset (NED)Data,"
The National Elevation Dataset (NED) is the primary elevation data product
produced and distributed by the USGS. The NED provides the best available
public domain raster elevation data of the conterminous United States, Alaska,
Hawaii, and territorial islands in a seamless format.  The NED is derived from
diverse source data, processed to a common coordinate system and unit of vertical
measure.  All NED data are distributed in geographic coordinates in units of
decimal degrees, and in conformance with the North American Datum of 1983 (NAD 83).
All elevation values are provided in units of meters, and are referenced to the
North American Vertical Datum of 1988 (NAVD 88) over the conterminous United States.
The vertical reference will vary in other areas.  NED data are available nationally
at resolutions of 1 arc-second (approx. 30 meters) and 1/3 arc-second (approx. 10 meters),
and in limited areas at 1/9 arc-second (approx. 3 meters).  At present, the bulk of
Alaska is only available at a 2 arc-second (approx. 60 meters) resolution, owing to
a paucity of higher resolution source data, though some areas are available at resolutions
of 1 and 1/3 arc-second with plans for significant upgrades of the state over the next five
years.  The NED is updated on a nominal two month cycle to integrate newly available,
improved elevation source data.
","[('metadata/dataqual', ""The 'dataqual' is missing the expected element(s) 'logic'"", 138), ('metadata/eainfo', ""The 'eainfo' is missing the expected element(s) 'overview'"", 163), ('metadata/distinfo/stdorder/digform', ""The 'digform' is missing the expected element(s) 'digtopt'"", 201), ('metadata/distinfo/stdorder', ""The 'stdorder' is missing the expected element(s) 'fees'"", 200)]"
\NED_30m_ContigUSA_Original.xml,1 Arc Second National Elevation Dataset (NED)Data,"The National Elevation Dataset (NED) is the primary elevation data product
produced and distributed by the USGS. The NED provides the best available
public domain raster elevation data of the conterminous United States, Alaska,
Hawaii, and territorial islands in a seamless format.  The NED is derived from
diverse source data, processed to a common coordinate system and unit of vertical
measure.  All NED data are distributed in geographic coordinates in units of
decimal degrees, and in conformance with the North American Datum of 1983 (NAD 83).
All elevation values are provided in units of meters, and are referenced to the
North American Vertical Datum of 1988 (NAVD 88) over the conterminous United States.
The vertical reference will vary in other areas.  NED data are available nationally
at resolutions of 1 arc-second (approx. 30 meters) and 1/3 arc-second (approx. 10 meters),
and in limited areas at 1/9 arc-second (approx. 3 meters).  At present, the bulk of
Alaska is only available at a 2 arc-second (approx. 60 meters) resolution, owing to
a paucity of higher resolution source data, though some areas are available at resolutions
of 1 and 1/3 arc-second with plans for significant upgrades of the state over the next five
years.  The NED is updated on a nominal two month cycle to integrate newly available,
improved elevation source data.","[('metadata/spdoinfo/rastinfo/rasttype', ""Element 'rasttype': [facet 'enumeration'] The value 'Pixel Bits_Per_Pixel: 32' is not an element of the set {'Point', 'Pixel', 'Grid Cell', 'Voxel'}."", 135), ('metadata/spdoinfo/rastinfo/rasttype', ""Element 'rasttype': 'Pixel Bits_Per_Pixel: 32' is not a valid value of the atomic type 'rasttypeType'."", 135), ('metadata/spdoinfo/rastinfo/rowcount', ""Element 'rowcount': '10812\nColumnCount: 10812' is not a valid value of the atomic type 'rowcountType'."", 137), ('metadata/spref/horizsys/geograph/geogunit', ""Element 'geogunit': [facet 'enumeration'] The value 'Decimal Degrees' is not an element of the set {'Decimal degrees', 'Decimal minutes', 'Decimal seconds', 'Degrees and decimal minutes', 'Degrees, minutes, and decimal seconds', 'Radians', 'Grads'}."", 148), ('metadata/spref/horizsys/geograph/geogunit', ""Element 'geogunit': 'Decimal Degrees' is not a valid value of the atomic type 'geogunitType'."", 148), ('metadata/spref/vertdef/altsys/altenc', ""Element 'altenc': [facet 'enumeration'] The value 'Implicit Coordinate' is not an element of the set {'Explicit elevation coordinate included with horizontal coordinates', 'Implicit coordinate', 'Attribute values'}."", 163), ('metadata/spref/vertdef/altsys/altenc', ""Element 'altenc': 'Implicit Coordinate' is not a valid value of the atomic type 'altencType'."", 163), ('metadata/distinfo/stdorder/digform/digtinfo/transize', ""Element 'transize': This element is not expected. Expected is ( formname )."", 202), ('metadata/distinfo/stdorder/digform', ""The 'digform' is missing the expected element(s) 'digtopt'"", 200), ('metadata/distinfo/stdorder', ""The 'stdorder' is missing the expected element(s) 'fees'"", 199)]"
\SP_CO_N_FGDC.xml,<<<could not get the title>>>,<<<could not get the abstract>>>,<<<could not open file>>>
\SP_CO_N_Original.xml,<<<could not get the title>>>,<<<could not get the abstract>>>,<<<could not open file>>>
\Supplementary_File_S1_Data_for_archival_FGDC.xml,<<<could not get the title>>>,<<<could not get the abstract>>>,<<<could not open file>>>
\Supplementary_File_S1_Data_for_archival_Original.xml,<<<could not get the title>>>,<<<could not get the abstract>>>,<<<could not open file>>>
\test.xml,az_FWSRefugeBdys_may05,"This data set depicts refuge boundary information for National Wildlife Refuges, National Fish Hatcheries and USFWS administrative sites in Oklahoma, Texas, New Mexico and Arizona. The primary source for boundary information is the USFWS Realty and Refuge Planning programs (land status maps, planning documents, and legal surveys) in the regions.","[('metadata/idinfo/timeperd/timeinfo/rngdates/begdate', ""Element 'begdate': 'unknown' is not a valid value of the union type 'begdateType'."", 19), ('metadata/idinfo/timeperd/timeinfo/rngdates/enddate', ""Element 'enddate': 'unknown' is not a valid value of the union type 'enddateType'."", 20), ('metadata/dataqual/lineage/srcinfo/srctime/timeinfo/rngdates/begdate', ""Element 'begdate': 'unknown' is not a valid value of the union type 'begdateType'."", 151), ('metadata/dataqual/lineage/srcinfo/srctime/timeinfo/rngdates/enddate', ""Element 'enddate': 'unknown' is not a valid value of the union type 'enddateType'."", 152), ('metadata/dataqual/lineage/procstep[2]/srcused', ""Element 'srcused': No match found for key-sequence ['N:\\StaticData\\Administrative_Boundaries\\AZ\\fwsaz.xml'] of keyref 'srcusedKeyRef'."", 166)]"
